,main_categ,sub_categ,price,unit_price,product_name,extra_info
0,frukt-og-gront,frukt,"kr 5,80","kr 26,36 per kg",Bananer,"Colombia/ Guatemala, 1 stk"
1,frukt-og-gront,frukt,"kr 28,70","kr 32,99 per kg",Økologiske Bananer,"Max Havelaar, Ecuador, 4 stk"
2,frukt-og-gront,frukt,"kr 32,70","kr 65,40 per kg",Rød/Gule Plommer October Sun,"I kurv, Sør Afrika, 500 g"
3,frukt-og-gront,frukt,"kr 31,60","kr 39,50 per kg",Store Appelsiner,"Spania, 3 stk"
4,frukt-og-gront,frukt,"kr 47,80","kr 47,80 per kg",Økologiske Appelsiner,"Spania, 1 kg"
5,frukt-og-gront,frukt,"kr 49,30","kr 54,78 per kg",Ekstra Saftige Klementiner,"Med Blader, Spania, 900 g"
6,frukt-og-gront,frukt,"kr 41,90","kr 83,80 per kg",Økologiske Klementiner,"Spania, 500 g"
7,frukt-og-gront,frukt,"kr 49,90","kr 49,90 per kg",Store Klementiner,"Spania, 1 kg"
8,frukt-og-gront,frukt,"kr 149,90","kr 29,98 per kg",Klementiner i Eske,"Spania, 5 kg"
9,frukt-og-gront,frukt,"kr 173,50","kr 43,38 per kg",Fruktkurv,"Miks av frukt, 4 kg"
10,frukt-og-gront,frukt,"kr 305,00","kr 67,78 per kg",Luksus Fruktkurv,"Miks av frukt, 4,5 kg"
11,frukt-og-gront,frukt,"kr 37,80","kr 90,00 per kg",Mango Stor,"Spisemoden, Brasil/Peru, 1 stk"
12,frukt-og-gront,frukt,"kr 42,80","kr 50,95 per kg",Mango,"Spisemoden, Brasil/Peru, 2 stk"
13,frukt-og-gront,frukt,"kr 47,40","kr 94,80 per kg","Økologiske Pærer, Conference","3-4 stk Frankrike, 500 g"
14,frukt-og-gront,frukt,"kr 27,30","kr 45,50 per kg","Store Pærer, Conference","Belgia, 4 pk, 4 stk"
15,frukt-og-gront,frukt,"kr 29,90","kr 59,80 per kg",Røde Pærer  Fred,"Italia, 4 stk"
16,frukt-og-gront,frukt,"kr 36,90","kr 49,20 per kg",Røde Juleepler Red Delicious,"Italia, 4 stk"
17,frukt-og-gront,frukt,"kr 58,70","kr 69,06 per kg",Pink Lady Epler,"Italia, 6 stk"
18,frukt-og-gront,frukt,"kr 40,00","kr 53,33 per kg","Epler, røde, 4 pk","Royal Gala Italia, ca. 750 g"
19,frukt-og-gront,frukt,"kr 36,00","kr 72,00 per kg",Røde Epler Gala 2-3 stk,"Økologisk, Italia, 500 g"
20,frukt-og-gront,frukt,"kr 41,40","kr 43,58 per kg","Epler, Røde, 6 pk","Royal Gala/ Italia, 950 g"
21,frukt-og-gront,frukt,"kr 32,20","kr 42,93 per kg","Epler gule, 4 pk","Golden Delicious, Italia, 750 g"
22,frukt-og-gront,frukt,"kr 31,50","kr 33,16 per kg","Epler, gule, 6 pk","Golden Delicious, Italia, 950 g"
23,frukt-og-gront,frukt,"kr 32,10","kr 42,80 per kg","Epler, grønne, 4 pk","Granny Smith, Italia, 750 g"
24,frukt-og-gront,frukt,"kr 33,20","kr 34,95 per kg","Epler, Grønne, 6 pk","Granny Smith, Italia, 950 g"
25,frukt-og-gront,frukt,"kr 23,20","kr 185,60 per kg",Blåbær i kurv,"Peru, 125 g"
26,frukt-og-gront,frukt,"kr 50,00","kr 222,22 per kg",Blåbær,"Beger m/lokk, Peru, 225 g"
27,frukt-og-gront,frukt,"kr 36,70","kr 293,60 per kg",Bringebær,"Spania, 125 g"
28,frukt-og-gront,frukt,"kr 31,40","kr 125,60 per kg",Jordbær,"Belgia/ Nederland, Elsanta, 250 g"
29,frukt-og-gront,frukt,"kr 49,90","kr 55,44 per kg",Store Saftige Røde Druer,"Red Globe, Peru, 900 g"
30,frukt-og-gront,frukt,"kr 37,80","kr 75,60 per kg",Druer Grønne Stenfrie,"Kurv, Egypt, 500 g"
31,frukt-og-gront,frukt,"kr 38,90","kr 77,80 per kg",Druer Røde Stenfrie,"Kurv, Brasil, 500 g"
32,frukt-og-gront,frukt,"kr 28,10","kr 100,36 per kg",Store Lime,"Brasil/Mexico, 3 stk"
33,frukt-og-gront,frukt,"kr 49,10","kr 169,31 per kg",Økologisk Lime 2/3 stk,"Brasil, 250 g"
34,frukt-og-gront,frukt,"kr 23,60","kr 67,43 per kg",Kiwi,"Hellas, 4 stk"
35,frukt-og-gront,frukt,"kr 43,50","kr 87,00 per kg","Økologisk Kiwi,  4-5 stk","Italia, ca. 500 g"
36,frukt-og-gront,frukt,"kr 44,90","kr 132,06 per kg",Gul Kiwi,"New Zealand, 4 stk"
37,frukt-og-gront,frukt,"kr 18,60","kr 62,00 per kg",Grapefrukt,"Sør Afrika, 1 stk"
38,frukt-og-gront,frukt,"kr 35,80","kr 358,00 per kg",Kumquat,"Spania, 100 g"
39,frukt-og-gront,frukt,"kr 16,00","kr 42,11 per kg",Sitroner 2/3 stk,"Spania/ Sørafrika/ Uruguay, 400 g"
40,frukt-og-gront,frukt,"kr 35,80","kr 162,73 per kg",Økologiske Sitroner,"Spania, 2 stk"
41,frukt-og-gront,frukt,"kr 76,40","kr 195,90 per kg",Papaya Spisemoden,"Brasil, 1 stk"
42,frukt-og-gront,frukt,"kr 78,10","kr 26,03 per kg",Vannmelon,"Spania, 3 kg"
43,frukt-og-gront,frukt,"kr 41,90","kr 27,93 per kg",Honningmelon,"Spania, 1 stk"
44,frukt-og-gront,frukt,"kr 42,10","kr 46,78 per kg",Melon Cantaloupe,"Spania, 1 stk"
45,frukt-og-gront,frukt,"kr 52,40","kr 34,93 per kg",Piel de Sapo Melon,"Spania/ Brasil, 1 stk"
46,frukt-og-gront,frukt,"kr 24,20","kr 48,40 per kg",Kokosnøtt,"Elfenbenkysten, 1 stk"
47,frukt-og-gront,frukt,"kr 33,80","kr 33,80 per kg",Ananas Gold,"Costa Rica, 1 stk"
48,frukt-og-gront,frukt,"kr 54,90","kr 39,21 per kg",Økologisk Ananas,"Elfenbenkysten, 1 stk"
49,frukt-og-gront,frukt,"kr 35,80","kr 358,00 per kg",Physalis Kurv,"Colombia, 100 g"
50,frukt-og-gront,frukt,"kr 34,40","kr 172,00 per kg",Granateple,"Peru, 1 stk"
51,frukt-og-gront,frukt,"kr 65,30","kr 261,20 per kg",Fiken,"Brasil, 4 stk"
52,frukt-og-gront,frukt,"kr 43,50","kr 189,13 per kg",Pasjonsfrukt,"Colombia, 4 stk"
53,frukt-og-gront,frukt,"kr 173,80","kr 34,76 per kg",Bananer i Kasse,5 kg
54,frukt-og-gront,frukt,"kr 49,90","kr 24,95 per kg",Appelsiner i Nett,"Vår Laveste Pris, Spania, 2 kg"
55,frukt-og-gront,frukt,"kr 48,10","kr 32,07 per kg",Røde Epler i Pose,"Polen, 1,5 kg"
56,frukt-og-gront,frukt,"kr 38,80","kr 38,80 per kg",Små Pærer,"Vår Laveste Pris,Packham, Belgia, 1 kg"
57,frukt-og-gront,frukt,"kr 19,00","kr 38,00 per kg",Små Grønne Druer,"Laveste Pris/ Hellas, 500 g"
58,frukt-og-gront,frukt,"kr 17,90","kr 17,90 per kg",Små Bananer i Pose,ca. 1 kg Costa Rica
59,frukt-og-gront,frukt,"kr 18,10","kr 45,25 per kg",Små Lime  Vår Laveste pris,"Brasil/Mexico, 6 stk"
60,frukt-og-gront,frukt,"kr 39,80","kr 19,90 per kg",Små Klementiner i Nett,"Vår laveste Pris Spania, 2 kg"
61,frukt-og-gront,frukt,"kr 21,50","kr 43,00 per kg",Små Røde Druer,"Vår Laveste Pris, Spania/ Egypt, 500 g"
0,frukt-og-gront,baer,"kr 23,20","kr 185,60 per kg",Blåbær i kurv,"Peru, 125 g"
1,frukt-og-gront,baer,"kr 36,70","kr 293,60 per kg",Bringebær,"Spania, 125 g"
2,frukt-og-gront,baer,"kr 50,00","kr 222,22 per kg",Blåbær,"Beger m/lokk, Peru, 225 g"
3,frukt-og-gront,baer,"kr 52,90","kr 423,20 per kg",Bjørnebær,"Mexico, 125 g"
4,frukt-og-gront,baer,"kr 36,70","kr 293,60 per kg",Rips,"Nederland, 125 g"
5,frukt-og-gront,baer,"kr 100,00","kr 333,33 per kg",Frosne Multer,300 g
6,frukt-og-gront,baer,"kr 31,40","kr 125,60 per kg",Jordbær,"Belgia/ Nederland, Elsanta, 250 g"
0,frukt-og-gront,ferdig-kuttede-salater,"kr 109,00","kr 109,00 per stk",Kyllingsalat,1 stk
1,frukt-og-gront,ferdig-kuttede-salater,"kr 109,00","kr 109,00 per stk",Salat med Ost Og skinke,1 stk
2,frukt-og-gront,ferdig-kuttede-salater,"kr 47,10","kr 269,14 per kg",Babyleafmiks,"Vasket, Italia, 175 g"
3,frukt-og-gront,ferdig-kuttede-salater,"kr 40,50","kr 202,50 per kg",Gourmetsalat,"Vasket,Spania, 200 g"
4,frukt-og-gront,ferdig-kuttede-salater,"kr 31,00","kr 124,00 per kg",Grønnkål Miks,"Vasket, Norge, 250 g"
5,frukt-og-gront,ferdig-kuttede-salater,"kr 25,40","kr 203,20 per kg",Grønnkål uten Stilk,"Vasket, Norge, 125 g"
6,frukt-og-gront,ferdig-kuttede-salater,"kr 22,90","kr 114,50 per kg",Isbergmiks,"Vasket, Spania, 200 g"
7,frukt-og-gront,ferdig-kuttede-salater,"kr 33,10","kr 132,40 per kg",Pak Choi Wokmiks,"Vasket, Norge/ Spania, 250 g"
8,frukt-og-gront,ferdig-kuttede-salater,"kr 22,00","kr 88,00 per kg",Råkostmiks,"Vasket, Norge, 250 g"
9,frukt-og-gront,ferdig-kuttede-salater,"kr 42,50","kr 283,33 per kg",Rød og Grønn salatmiks,"Vasket, Spania, 150 g"
10,frukt-og-gront,ferdig-kuttede-salater,"kr 30,40","kr 173,71 per kg",Romano Mix,"Vasket, Italia/Spania, 175 g"
11,frukt-og-gront,ferdig-kuttede-salater,"kr 99,20","kr 99,20 per kg",Salatblanding LUX,"Vasket, Italia/ Spania, 1 kg"
12,frukt-og-gront,ferdig-kuttede-salater,"kr 29,00","kr 116,00 per kg",Salatmix Isberg og Radiccio,"Vasket, Spania, 250 g"
13,frukt-og-gront,ferdig-kuttede-salater,"kr 18,90","kr 151,20 per kg",Spinat Vasket,"Italia, 125 g"
14,frukt-og-gront,ferdig-kuttede-salater,"kr 29,00","kr 145,00 per kg",Svartkål Wokmiks,"Vasket, Norge, 200 g"
15,frukt-og-gront,ferdig-kuttede-salater,"kr 31,00","kr 124,00 per kg",Wokmiks Premium,"Vasket,Norge, 250 g"
16,frukt-og-gront,ferdig-kuttede-salater,"kr 24,00","kr 342,86 per kg",Ruccula,"Vasket, Italia, 70 g"
17,frukt-og-gront,ferdig-kuttede-salater,"kr 109,00","kr 109,00 per stk",Rekesalat,1 stk
0,frukt-og-gront,salater-og-kal,"kr 22,90","kr 11,45 per stk",Hjertesalat,"Spania, 2 stk"
1,frukt-og-gront,salater-og-kal,"kr 28,40","kr 28,40 per stk",Crispisalat,"Beger, Spania, 1 stk"
2,frukt-og-gront,salater-og-kal,"kr 24,00","kr 342,86 per kg",Ruccula,"Vasket, Italia, 70 g"
3,frukt-og-gront,salater-og-kal,"kr 15,00","kr 15,00 per stk",Isbergsalat,"Spania, 1 stk"
4,frukt-og-gront,salater-og-kal,"kr 30,00","kr 300,00 per kg",Babyleaf Salatblanding,"Spania/ Italia, 100 g"
5,frukt-og-gront,salater-og-kal,"kr 20,70","kr 276,00 per kg",Ruccola,"Italia, 75 g"
6,frukt-og-gront,salater-og-kal,"kr 30,10","kr 172,00 per kg",Ruccola mix,"Vasket, Italia/Spania, 175 g"
7,frukt-og-gront,salater-og-kal,"kr 30,50","kr 305,00 per kg",Salatblanding Premium,"Spania/ Italia, 100 g"
8,frukt-og-gront,salater-og-kal,"kr 35,00","kr 140,00 per kg",Spinat Uvasket,"Spania, 250 g"
9,frukt-og-gront,salater-og-kal,"kr 27,90","kr 279,00 per kg",Babyspinat,"Uvasket Spania, 100 g"
10,frukt-og-gront,salater-og-kal,"kr 31,60","kr 31,60 per stk",Feldsalat,"Nederland, 1 stk"
11,frukt-og-gront,salater-og-kal,"kr 32,50","kr 162,50 per kg",Grønnkål,"Norge, 200 g"
12,frukt-og-gront,salater-og-kal,"kr 24,20","kr 24,20 per stk",Rapidsalat,"Norge, 1 stk"
13,frukt-og-gront,salater-og-kal,"kr 24,90","kr 199,20 per kg",Mini Pak Choi,"Italia/ Nederland, 125 g"
14,frukt-og-gront,salater-og-kal,"kr 30,40","kr 30,40 per stk",Romano Grønn,"Spania, 1 stk"
15,frukt-og-gront,salater-og-kal,"kr 36,70","kr 36,70 per stk",Økologisk Isbergsalat,"Italia, 1 stk"
16,frukt-og-gront,salater-og-kal,"kr 32,60","kr 32,60 per stk",Hodesalat,"Nederland, 1 stk"
17,frukt-og-gront,salater-og-kal,"kr 46,20","kr 46,20 per stk",Trippelsalat,"Spania/ Italia, 1 stk"
18,frukt-og-gront,salater-og-kal,"kr 47,40","kr 118,50 per kg",Salatblanding Premium Beger,"Spania/ Italia, 400 g"
19,frukt-og-gront,salater-og-kal,"kr 28,80","kr 28,80 per stk",Kinakål,"Spania, 1 stk"
20,frukt-og-gront,salater-og-kal,"kr 46,50","kr 33,21 per kg",Rødkål,"Norge, 1,4 kg"
21,frukt-og-gront,salater-og-kal,"kr 32,60","kr 81,50 per kg",Spisskål,"Spania, 400 g"
22,frukt-og-gront,salater-og-kal,"kr 18,10","kr 12,07 per kg",Hodekål,"Norge, 1,5 kg"
23,frukt-og-gront,salater-og-kal,"kr 41,40","kr 41,40 per stk",Batavia Grønn,"Spania/ Italia, 1 stk"
24,frukt-og-gront,salater-og-kal,"kr 38,20","kr 38,20 per stk",Ekeblad Grønn,"Spania/ Italia, 1 stk"
25,frukt-og-gront,salater-og-kal,"kr 38,20","kr 38,20 per stk",Ekeblad Rød,"Spania/ Italia, 1 stk"
26,frukt-og-gront,salater-og-kal,"kr 41,50","kr 41,50 per stk",Frisesalat,"Spania/ Italia, 1 stk"
27,frukt-og-gront,salater-og-kal,"kr 38,20","kr 38,20 per stk",Lollosalat Grønn,"Spania/ Italia, 1 stk"
28,frukt-og-gront,salater-og-kal,"kr 38,20","kr 38,20 per stk",Lollosalat Rød,"Spania/ Italia, 1 stk"
29,frukt-og-gront,salater-og-kal,"kr 27,30","kr 136,50 per kg",Brokkoliris,"Spania, 200 g"
30,frukt-og-gront,salater-og-kal,"kr 28,30","kr 141,50 per kg",Blomkålris,"Spania, 200 g"
31,frukt-og-gront,salater-og-kal,"kr 24,20","kr 80,67 per kg",Knutekål,"Italia, 300 g"
32,frukt-og-gront,salater-og-kal,"kr 36,80","kr 147,20 per kg",Radicchio Rosso,"Spania/ Italia, 1 stk"
33,frukt-og-gront,salater-og-kal,"kr 42,50","kr 70,83 per kg",Økologisk Hodekål,"Norge, 600 g"
34,frukt-og-gront,salater-og-kal,"kr 58,90","kr 117,80 per kg",Romano Grovkuttet,"Vasket, Spania, 500 g"
35,frukt-og-gront,salater-og-kal,"kr 66,60","kr 166,50 per kg",Crispisalat,"Spania, 400 g"
36,frukt-og-gront,salater-og-kal,"kr 43,50","kr 580,00 per kg",Økologisk Babyleaf Miks,"Italia, 1 stk"
0,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 28,30","kr 141,50 per kg",Blomkålris,"Spania, 200 g"
1,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 27,30","kr 136,50 per kg",Brokkoliris,"Spania, 200 g"
2,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 36,70","kr 146,80 per kg",Ratatouilleblanding,"Ferdigkuttet, Spania/ Holland/ Norge, 250 g"
3,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 48,00","kr 240,00 per kg",Brokkolini,"Kenya, 200 g"
4,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 32,10","kr 214,00 per kg",Blomkålbuketter,"Vasket, Spania, 150 g"
5,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 46,50","kr 310,00 per kg",Brokkolini Topper,"Kenya/ Spania, 150 g"
6,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 41,50","kr 207,50 per kg",Stekemix med Aspargesbønner Gulrot & Løk,"Norge/ Marokko, 200 g"
7,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 30,50","kr 203,33 per kg",Brokkolibuketter,"Vasket, Spania, 150 g"
8,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 24,30","kr 135,00 per kg",Gulrot i Staver,"Norge, 180 g"
9,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 18,90","kr 151,20 per kg",Spinat Vasket,"Italia, 125 g"
10,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 30,40","kr 173,71 per kg",Romano Mix,"Vasket, Italia/Spania, 175 g"
11,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 25,40","kr 203,20 per kg",Grønnkål uten Stilk,"Vasket, Norge, 125 g"
12,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 47,10","kr 269,14 per kg",Babyleafmiks,"Vasket, Italia, 175 g"
13,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 31,00","kr 124,00 per kg",Grønnkål Miks,"Vasket, Norge, 250 g"
14,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 22,00","kr 88,00 per kg",Råkostmiks,"Vasket, Norge, 250 g"
15,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 40,50","kr 202,50 per kg",Gourmetsalat,"Vasket,Spania, 200 g"
16,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 29,00","kr 116,00 per kg",Salatmix Isberg og Radiccio,"Vasket, Spania, 250 g"
17,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 22,90","kr 114,50 per kg",Isbergmiks,"Vasket, Spania, 200 g"
18,frukt-og-gront,ferdigkuttet-frukt-og-gront,"kr 42,50","kr 283,33 per kg",Rød og Grønn salatmiks,"Vasket, Spania, 150 g"
0,frukt-og-gront,gronnsaker,"kr 28,80","kr 28,80 per stk",Stor Agurk,"Norsk, 1 stk"
1,frukt-og-gront,gronnsaker,"kr 35,20","kr 234,67 per kg",Miniagurk,"Beger, Holland, 150 g"
2,frukt-og-gront,gronnsaker,"kr 19,90","kr 19,90 per stk",Liten Agurk,"Vår Laveste Pris, Norge/Holland, 1 stk"
3,frukt-og-gront,gronnsaker,"kr 49,50","kr 247,50 per kg","Tomater, Piccolo","Norge, 200 g"
4,frukt-og-gront,gronnsaker,"kr 32,60","kr 186,29 per kg",Mini Plommetomat i Beger,"Norge, 175 g"
5,frukt-og-gront,gronnsaker,"kr 46,90","kr 117,25 per kg","Cherrytomater, klase","Holland, 400 g"
6,frukt-og-gront,gronnsaker,"kr 54,00","kr 108,00 per kg",Plommetomat,"Holland, 500 g"
7,frukt-og-gront,gronnsaker,"kr 32,40","kr 162,00 per kg",Økologiske Cherrytomater,"Spania, 200 g"
8,frukt-og-gront,gronnsaker,"kr 58,90","kr 117,80 per kg",Økologiske Klasetomater,"Spania, 500 g"
9,frukt-og-gront,gronnsaker,"kr 29,90","kr 119,60 per kg",San Marzano Klasetomater,"Holland, 250 g"
10,frukt-og-gront,gronnsaker,"kr 22,80","kr 45,60 per kg",Tomater i klase,"Holland, 500 g"
11,frukt-og-gront,gronnsaker,"kr 17,80","kr 71,20 per kg","Cherrytomater, Røde","Holland/Spania, 250 g"
12,frukt-og-gront,gronnsaker,"kr 35,80","kr 159,11 per kg","Tomat, Økologisk, 2/3 pk","Holland/Spania, 225 g"
13,frukt-og-gront,gronnsaker,"kr 52,90","kr 211,60 per kg","Cherrytomater, Gule","Spania, 250 g"
14,frukt-og-gront,gronnsaker,"kr 20,00","kr 40,00 per kg",Tomater,"Vår Laveste Pris, Holland, 500 g"
15,frukt-og-gront,gronnsaker,"kr 36,90","kr 97,11 per kg",Avokado Stor Spisemoden,"Peru/Spania, 1 stk"
16,frukt-og-gront,gronnsaker,"kr 79,90","kr 79,90 per kg",Avokado Snart Moden,"ca 7 stk, Colombia/ Mexico"
17,frukt-og-gront,gronnsaker,"kr 27,50","kr 91,67 per kg",Avokado Spisemoden,"Colombia/Sør-Afrika, 2 stk"
18,frukt-og-gront,gronnsaker,"kr 47,20","kr 181,54 per kg",Økologisk Avokado,"Mexico, 2 stk"
19,frukt-og-gront,gronnsaker,"kr 35,90","kr 35,90 per kg",Gulrøtter vasket,"Norge, 1 kg"
20,frukt-og-gront,gronnsaker,"kr 21,70","kr 131,52 per kg",Knaskerøtter,"Portugal, 165 g"
21,frukt-og-gront,gronnsaker,"kr 33,40","kr 44,53 per kg",Økologiske Gulrøtter,"Norge, 750 g"
22,frukt-og-gront,gronnsaker,"kr 26,50","kr 176,67 per kg",Minigulrot,"Pose, Norge, 150 g"
23,frukt-og-gront,gronnsaker,"kr 24,30","kr 135,00 per kg",Gulrot i Staver,"Norge, 180 g"
24,frukt-og-gront,gronnsaker,"kr 15,00","kr 150,00 per kg",Hvitløk,"2-3pk, Kina, 100 g"
25,frukt-og-gront,gronnsaker,"kr 19,80","kr 198,00 per kg",Kinesisk Hvitløk u/Fedd,"hele, Kina, 100 g"
26,frukt-og-gront,gronnsaker,"kr 30,40","kr 202,67 per kg",Økologisk Hvitløk,"Spania, 3 stk"
27,frukt-og-gront,gronnsaker,"kr 29,30","kr 117,20 per kg",Aromasopp,"Polen, 250 g"
28,frukt-og-gront,gronnsaker,"kr 19,90","kr 19,90 per stk",Brokkoli,"Spania, 1 stk"
29,frukt-og-gront,gronnsaker,"kr 35,50","kr 35,50 per stk",Brokkoli,"Økologisk, Spania, 1 stk"
30,frukt-og-gront,gronnsaker,"kr 48,00","kr 240,00 per kg",Brokkolini,"Kenya, 200 g"
31,frukt-og-gront,gronnsaker,"kr 46,50","kr 310,00 per kg",Brokkolini Topper,"Kenya/ Spania, 150 g"
32,frukt-og-gront,gronnsaker,"kr 24,90","kr 24,90 per stk",Blomkål,"Spania, 1 stk"
33,frukt-og-gront,gronnsaker,"kr 44,90","kr 44,90 per stk",Økologisk Blomkål,"Spania, 1 stk"
34,frukt-og-gront,gronnsaker,"kr 30,80","kr 205,33 per kg",Vårløk i Bunt,"Marokko, 150 g"
35,frukt-og-gront,gronnsaker,"kr 18,10","kr 56,56 per kg",Purreløk,"Norge, 1 stk"
36,frukt-og-gront,gronnsaker,"kr 22,70","kr 90,80 per kg",Sjalottløk,"I nett, Frankrike, 250 g"
37,frukt-og-gront,gronnsaker,"kr 35,50","kr 71,00 per kg",Økologisk Rødløk,"Nederland, 500 g"
38,frukt-og-gront,gronnsaker,"kr 22,90","kr 91,60 per kg",Rødløk Skivet,"Norge, 250 g"
39,frukt-og-gront,gronnsaker,"kr 19,40","kr 51,73 per kg",Rødløk Strømpe,"2 stk  Norge, 375 g"
40,frukt-og-gront,gronnsaker,"kr 16,70","kr 33,40 per kg",Gul Løk,"2 stk, Norge, 500 g"
41,frukt-og-gront,gronnsaker,"kr 25,30","kr 50,60 per kg",Økologisk Gul Løk,"Nederland, 500 g"
42,frukt-og-gront,gronnsaker,"kr 19,00","kr 19,00 per kg",Gul Løk Laveste Pris,"Norge, 1 kg"
43,frukt-og-gront,gronnsaker,"kr 19,30","kr 30,63 per kg",Gul Løk,"Norge, 4 stk"
44,frukt-og-gront,gronnsaker,"kr 22,60","kr 70,63 per kg",Squash Grønn,"Holland, 1 stk"
45,frukt-og-gront,gronnsaker,"kr 25,80","kr 143,33 per kg",Økologisk Squash,"Spania, 1 stk"
46,frukt-og-gront,gronnsaker,"kr 26,40","kr 120,00 per kg",Aubergine,"Nederland, 1 stk"
47,frukt-og-gront,gronnsaker,"kr 10,00","kr 40,00 per kg",Champignon,"Kurv, Polen, 250 g"
48,frukt-og-gront,gronnsaker,"kr 54,40","kr 544,00 per kg",Aspargestopper,"Peru, 100 g"
49,frukt-og-gront,gronnsaker,"kr 47,20","kr 188,80 per kg",Asparges i Bunt,"Peru, 250 g"
50,frukt-og-gront,gronnsaker,"kr 24,50","kr 163,33 per kg",Sukkererter,"Zimbabwe, 150 g"
51,frukt-og-gront,gronnsaker,"kr 36,30","kr 242,00 per kg",Aspargesbønner,"Kenya, 150 g"
52,frukt-og-gront,gronnsaker,"kr 48,80","kr 97,60 per kg",Ingefær,"Kina, 500 g"
53,frukt-og-gront,gronnsaker,"kr 10,40","kr 104,00 per kg",Ingefær,"Kina, 100 g"
54,frukt-og-gront,gronnsaker,"kr 32,60","kr 217,33 per kg","Rød mini Paprika, Ekstra Søte","Holland/Norge, 150 g"
55,frukt-og-gront,gronnsaker,"kr 32,60","kr 217,33 per kg","Orange mini Paprika, ekstra søte","Holland/Norge, 150 g"
56,frukt-og-gront,gronnsaker,"kr 39,50","kr 75,96 per kg",Grønn Paprika,"Spania, 2 stk"
57,frukt-og-gront,gronnsaker,"kr 36,90","kr 70,96 per kg",Gul Paprika,"Spania, 2 stk"
58,frukt-og-gront,gronnsaker,"kr 27,30","kr 218,40 per kg",Økologisk Rød Paprika,"Spania, 1 stk"
59,frukt-og-gront,gronnsaker,"kr 31,10","kr 62,20 per kg",Paprika Rød,"Spania, 2 stk"
60,frukt-og-gront,gronnsaker,"kr 54,40","kr 136,00 per kg","Paprika Mix 3 pk Gul, Grønn & Rød","Spania, 400 g"
61,frukt-og-gront,gronnsaker,"kr 22,90","kr 109,05 per kg",Spisspaprika Rød,"2 stk, Spania, 210 g"
62,frukt-og-gront,gronnsaker,"kr 65,30","kr 130,60 per kg",Rød Paprika Skivet,"Spania, 500 g"
63,frukt-og-gront,gronnsaker,"kr 18,80","kr 376,00 per kg",Chilipepper Rød,"Spania, 50 g"
64,frukt-og-gront,gronnsaker,"kr 22,80","kr 456,00 per kg",Chilipepper Grønn,"Spania, 50 g"
65,frukt-og-gront,gronnsaker,"kr 24,80","kr 496,00 per kg",Habanero Rød,"Kenya, 50 g"
66,frukt-og-gront,gronnsaker,"kr 26,20","kr 524,00 per kg",Jalapeño Grønn,"Spania, 50 g"
67,frukt-og-gront,gronnsaker,"kr 29,80","kr 29,80 per stk",Stangselleri,"Norge/Spania, 1 stk"
68,frukt-og-gront,gronnsaker,"kr 34,80","kr 34,80 per stk",Økologisk Stangselleri,"Spania, 1 stk"
69,frukt-og-gront,gronnsaker,"kr 33,20","kr 66,40 per kg",Sellerirot,"1 stk Norge, 500 g"
70,frukt-og-gront,gronnsaker,"kr 13,50","kr 39,71 per kg",Fennikel,"Holland, 1 stk"
0,frukt-og-gront,okologisk-frukt-og-gront,"kr 47,20","kr 181,54 per kg",Økologisk Avokado,"Mexico, 2 stk"
1,frukt-og-gront,okologisk-frukt-og-gront,"kr 32,40","kr 162,00 per kg",Økologiske Cherrytomater,"Spania, 200 g"
2,frukt-og-gront,okologisk-frukt-og-gront,"kr 35,80","kr 159,11 per kg","Tomat, Økologisk, 2/3 pk","Holland/Spania, 225 g"
3,frukt-og-gront,okologisk-frukt-og-gront,"kr 58,90","kr 117,80 per kg",Økologiske Klasetomater,"Spania, 500 g"
4,frukt-og-gront,okologisk-frukt-og-gront,"kr 35,50","kr 35,50 per stk",Brokkoli,"Økologisk, Spania, 1 stk"
5,frukt-og-gront,okologisk-frukt-og-gront,"kr 33,40","kr 44,53 per kg",Økologiske Gulrøtter,"Norge, 750 g"
6,frukt-og-gront,okologisk-frukt-og-gront,"kr 44,90","kr 44,90 per stk",Økologisk Blomkål,"Spania, 1 stk"
7,frukt-og-gront,okologisk-frukt-og-gront,"kr 42,50","kr 70,83 per kg",Økologisk Hodekål,"Norge, 600 g"
8,frukt-og-gront,okologisk-frukt-og-gront,"kr 35,50","kr 37,37 per kg",Kålrot,"Økologisk, Norge, 1 stk"
